Id,SalePrice
1461,108266.96911429109
1462,157693.00671193952
1463,182036.43027901827
1464,196600.1163056451
1465,215950.56529233794
1466,175425.98627117163
1468,164867.7860662725
1469,210900.0494058053
1470,115106.82642262343
1471,178093.77758596328
1472,97700.62161099238
1473,91318.77283211351
1474,139457.46739120092
1475,95531.66431109338
1476,355229.315008905
1477,275701.8101485883
1478,322836.14259878494
1479,328384.2862531058
1480,427399.4980653251
1481,332527.2538269891
1482,232286.379456484
1483,175601.7175792507
1484,163651.35629811382
1485,198005.9896183883
1486,197940.56561983086
1487,362179.0233445462
1489,203598.03135366255
1490,232571.75349934254
1491,199927.42882972365
1492,85335.11990280938
1493,241851.20236175178
1494,348421.0714437619
1495,316504.9053741354
1496,239163.87278031674
1497,174212.64508721215
1498,170533.2076441896
1499,163419.02081339242
1500,156206.6421825805
1503,283132.77839253395
1504,242274.91670427984
1505,220994.69911351032
1507,241314.993623513
1509,167266.85462246602
1510,151242.94204989166
1511,147776.55120535163
1512,178682.06067312672
1515,224986.95707701505
1516,174091.57204590694
1517,183510.2695259734
1518,115338.14181538002
1519,216189.62608843966
1521,133627.97316676384
1522,192167.89423733688
1523,101751.49140718943
1524,125194.90799264777
1525,115764.48807760111
1526,100707.96646878308
1527,106003.20563031065
1528,141421.66551761524
1529,148649.24168682253
1530,214120.48043272694
1531,139610.62973956644
1533,151208.37231954988
1534,136791.54648348474
1535,152351.14066137612
1537,57411.873044973996
1538,177571.68194042816
1539,235642.4079634673
1541,158314.21002098033
1542,138882.84483017348
1544,72070.9624609139
1545,128821.64697812998
1546,144759.7657946707
1547,125004.38301342924
1548,142832.0955504793
1549,125336.15090618888
1550,146161.93095707678
1551,121339.69124012771
1552,143384.4674215792
1554,126999.46975935568
1555,157592.59454267946
1558,111432.6236876731
1560,130906.82655739177
1562,134252.92263493847
1563,124284.87942649215
1565,154708.52046300066
1567,74260.93235438272
1569,135269.02534547064
1570,144286.29651472688
1571,114479.9219532316
1572,133437.52817321665
1573,248265.0899450073
1575,234263.41505913466
1576,257463.61985968985
1577,186074.39804487673
1578,169052.38861757194
1579,138546.72811969608
1581,160188.4985848758
1582,134404.53079646477
1583,283277.4242145972
1584,216837.841613131
1587,106030.76673137954
1588,165283.1067315695
1589,109285.5706488748
1590,129250.27919434413
1592,140864.8698640088
1596,236039.71649865044
1597,206682.65203445975
1598,229034.66421210166
1599,188510.8548168365
1600,172225.10620554347
1601,43087.265412936045
1602,128872.04371249794
1603,69339.84067479744
1604,275125.3070150511
1605,248307.40060923388
1606,162873.85882585627
1608,216554.30705898296
1609,191456.80345236318
1610,154420.32805317006
1611,155195.36518117058
1612,173372.46279269826
1614,134942.50363054467
1617,88144.47229399593
1618,121972.259309833
1619,138146.46060650743
1620,175123.58514738883
1621,140013.58508120908
1622,148370.04074046903
1623,266226.1685535928
1624,212013.07181368687
1625,127225.08512637988
1626,190518.33206035526
1627,185762.88508711892
1629,196554.6054475913
1630,354363.2923454116
1631,249941.98192110794
1632,262652.0102939708
1633,189320.96719564026
1634,195954.35009141793
1636,153011.209156905
1637,197040.4995793375
1639,191294.48278622265
1641,193675.677659688
1642,258492.7570504159
1646,170083.2627555326
1647,170800.96969046388
1650,117401.56490563028
1651,120636.67897634079
1652,101976.73309556852
1653,103915.33731408388
1654,142899.74536096625
1655,129168.1750702833
1656,135755.78444681075
1657,146304.78534302945
1658,144847.11744883686
1659,115145.12108907905
1661,401901.516526354
1662,389183.53439623554
1663,360159.6716120335
1664,449388.55159965716
1665,312662.68908831285
1666,339074.10377671756
1667,342818.69009428343
1668,341441.4411114353
1669,322185.11063090747
1670,343096.26287643716
1671,271778.84706838476
1672,392867.80109781557
1673,306362.50102533004
1674,262378.20491890155
1675,206383.50462595402
1676,205741.74984611306
1677,227530.63737803797
